timestamp,U,max_voltage_V,current_mA,pos_rad,vel_rads
13369,0,12.35,10.00,0.00,0.00
13394,0,12.35,10.00,0.00,0.00
13419,0,12.35,10.00,0.00,0.00
13444,0,12.35,9.00,0.00,0.00
13469,0,12.35,9.00,0.00,0.00
13494,0,12.35,9.00,0.00,0.00
13519,0,12.35,9.00,0.00,0.00
13544,0,12.35,9.00,0.00,0.00
13569,0,12.35,9.00,0.00,0.00
13594,0,12.35,9.00,0.00,0.00
13619,0,12.35,9.00,0.00,0.00
13644,0,12.35,10.00,0.00,0.00
13669,0,12.35,9.00,0.00,0.00
13694,0,12.35,9.00,0.00,0.00
13719,0,12.35,9.00,0.00,0.00
13744,0,12.35,10.00,0.00,0.00
13769,0,12.35,10.00,0.00,0.00
13794,0,12.35,10.00,0.00,0.00
13819,0,12.35,9.00,0.00,0.00
13844,0,12.35,9.00,0.00,0.00
13869,0,12.35,10.00,0.00,0.00
13894,0,12.35,9.00,0.00,0.00
13919,0,12.35,9.00,0.00,0.00
13944,0,12.35,9.00,0.00,0.00
13969,0,12.35,10.00,0.00,0.00
13994,0,12.35,9.00,0.00,0.00
14019,0,12.35,10.00,0.00,0.00
14044,0,12.35,9.00,0.00,0.00
14069,0,12.35,9.00,0.00,0.00
14094,0,12.35,9.00,0.00,0.00
14119,0,12.35,10.00,0.00,0.00
14144,0,12.35,9.00,0.00,0.00
14169,0,12.35,9.00,0.00,0.00
14194,0,12.35,9.00,0.00,0.00
14219,0,12.35,9.00,0.00,0.00
14244,0,12.35,10.00,0.00,0.00
14269,0,12.35,9.00,0.00,0.00
14294,0,12.35,9.00,0.00,0.00
14319,0,12.35,10.00,0.00,0.00
14344,0,12.35,10.00,0.00,0.00
14369,0,12.35,9.00,0.00,0.00
14394,0,12.35,9.00,0.00,0.00
14419,0,12.35,10.00,0.00,0.00
14444,0,12.35,9.00,0.00,0.00
14469,0,12.35,8.00,0.00,0.00
14494,0,12.35,9.00,0.00,0.00
14519,0,12.35,9.00,0.00,0.00
14544,0,12.35,9.00,0.00,0.00
14569,0,12.35,8.00,0.00,0.00
14594,0,12.35,10.00,0.00,0.00
14619,0,12.35,10.00,0.00,0.00
14644,0,12.35,9.00,0.00,0.00
14669,0,12.35,9.00,0.00,0.00
14694,0,12.35,9.00,0.00,0.00
14719,0,12.35,9.00,0.00,0.00
14744,0,12.35,9.00,0.00,0.00
14769,0,12.35,10.00,0.00,0.00
14794,0,12.35,10.00,0.00,0.00
14819,0,12.35,10.00,0.00,0.00
14844,0,12.35,9.00,0.00,0.00
14869,0,12.35,10.00,0.00,0.00
14894,0,12.35,9.00,0.00,0.00
14919,0,12.35,10.00,0.00,0.00
14944,0,12.35,9.00,0.00,0.00
14969,0,12.35,9.00,0.00,0.00
14994,0,12.35,10.00,0.00,0.00
15019,0,12.35,9.00,0.00,0.00
15044,0,12.35,9.00,0.00,0.00
15069,0,12.35,9.00,0.00,0.00
15094,0,12.35,9.00,0.00,0.00
15119,0,12.35,10.00,0.00,0.00
15144,0,12.35,10.00,0.00,0.00
15169,0,12.35,9.00,0.00,0.00
15194,0,12.35,9.00,0.00,0.00
15219,0,12.35,9.00,0.00,0.00
15244,0,12.35,9.00,0.00,0.00
15269,0,12.35,10.00,0.00,0.00
15294,0,12.35,9.00,0.00,0.00
15319,0,12.35,9.00,0.00,0.00
15344,0,12.35,8.00,0.00,0.00
15369,0,12.35,10.00,0.00,0.00
15394,0,12.35,10.00,0.00,0.00
15419,0,12.35,10.00,0.00,0.00
15444,0,12.35,9.00,0.00,0.00
15469,0,12.35,9.00,0.00,0.00
15494,0,12.35,9.00,0.00,0.00
15519,0,12.35,9.00,0.00,0.00
15544,0,12.35,9.00,0.00,0.00
15569,0,12.35,9.00,0.00,0.00
15594,0,12.35,10.00,0.00,0.00
15619,0,12.35,10.00,0.00,0.00
15644,0,12.35,9.00,0.00,0.00
15669,0,12.35,10.00,0.00,0.00
15694,0,12.35,9.00,0.00,0.00
15719,0,12.35,9.00,0.00,0.00
15744,0,12.35,9.00,0.00,0.00
15769,0,12.35,9.00,0.00,0.00
15794,0,12.35,10.00,0.00,0.00
15819,0,12.35,10.00,0.00,0.00
15844,0,12.35,9.00,0.00,0.00
15869,0,12.35,9.00,0.00,0.00
15894,0,12.35,9.00,0.00,0.00
15919,0,12.35,9.00,0.00,0.00
15944,0,12.35,9.00,0.00,0.00
15969,0,12.35,9.00,0.00,0.00
15994,0,12.35,9.00,0.00,0.00
16019,0,12.35,9.00,0.00,0.00
16044,0,12.35,10.00,0.00,0.00
16069,0,12.35,9.00,0.00,0.00
16094,0,12.35,9.00,0.00,0.00
16119,0,12.35,9.00,0.00,0.00
16144,0,12.35,9.00,0.00,0.00
16169,0,12.35,10.00,0.00,0.00
16194,0,12.35,9.00,0.00,0.00
16219,0,12.35,10.00,0.00,0.00
16244,0,12.35,10.00,0.00,0.00
16269,0,12.35,10.00,0.00,0.00
16294,0,12.35,9.00,0.00,0.00
16319,0,12.35,10.00,0.00,0.00
16344,0,12.35,10.00,0.00,0.00
16369,0,12.35,9.00,0.00,0.00
16394,0,12.35,9.00,0.00,0.00
16419,0,12.35,10.00,0.00,0.00
16444,0,12.35,9.00,0.00,0.00
16469,0,12.35,9.00,0.00,0.00
16494,0,12.35,9.00,0.00,0.00
16519,0,12.35,9.00,0.00,0.00
16544,0,12.35,9.00,0.00,0.00
16569,0,12.35,9.00,0.00,0.00
16594,0,12.35,9.00,0.00,0.00
16619,0,12.35,10.00,0.00,0.00
16644,0,12.35,9.00,0.00,0.00
16669,0,12.35,9.00,0.00,0.00
16694,0,12.35,9.00,0.00,0.00
16719,0,12.35,10.00,0.00,0.00
16744,0,12.35,9.00,0.00,0.00
16769,0,12.35,9.00,0.00,0.00
16794,0,12.35,9.00,0.00,0.00
16819,512,12.35,9.00,0.00,0.00
16844,512,12.35,77.00,0.01,0.34
16869,512,12.35,64.00,0.03,0.95
16894,512,12.35,59.00,0.06,1.23
16919,512,12.35,49.00,0.10,1.46
16944,512,12.35,39.00,0.14,1.51
16969,512,12.35,40.00,0.18,1.63
16994,512,12.35,45.00,0.22,1.74
17019,512,12.35,41.00,0.26,1.68
17044,512,12.35,34.00,0.31,1.80
17069,512,12.35,34.00,0.35,1.80
17094,512,12.35,32.00,0.40,1.74
17119,512,12.35,33.00,0.44,1.85
17144,512,12.35,34.00,0.49,1.74
17169,512,12.35,36.00,0.53,1.85
17194,512,12.35,39.00,0.58,1.74
17219,512,12.35,40.00,0.62,1.85
17244,512,12.35,45.00,0.67,1.80
17269,512,12.35,40.00,0.71,1.80
17294,512,12.35,43.00,0.76,1.80
17319,512,12.35,41.00,0.80,1.80
17344,512,12.35,38.00,0.85,1.85
17369,512,12.35,38.00,0.89,1.74
17394,512,12.35,40.00,0.94,1.80
17419,512,12.35,41.00,0.98,1.85
17444,512,12.35,34.00,1.03,1.80
17469,512,12.35,34.00,1.07,1.85
17494,512,12.35,33.00,1.12,1.74
17519,512,12.35,33.00,1.16,1.80
17544,512,12.35,32.00,1.21,1.85
17569,512,12.35,32.00,1.25,1.80
17594,512,12.35,34.00,1.30,1.85
17619,512,12.35,34.00,1.34,1.80
17644,512,12.35,39.00,1.39,1.80
17669,512,12.35,38.00,1.44,1.85
17694,512,12.35,36.00,1.48,1.74
17719,512,12.35,38.00,1.53,1.91
17744,512,12.35,38.00,1.57,1.74
17769,512,12.35,41.00,1.62,1.85
17794,512,12.35,41.00,1.66,1.80
17819,512,12.35,45.00,1.71,1.80
17844,512,12.35,40.00,1.75,1.85
17869,512,12.35,42.00,1.80,1.80
17894,512,12.35,38.00,1.84,1.85
17919,512,12.35,41.00,1.89,1.80
17944,512,12.35,39.00,1.94,1.85
17969,512,12.35,40.00,1.98,1.80
17994,512,12.35,38.00,2.03,1.80
18019,512,12.35,40.00,2.07,1.91
18044,512,12.35,40.00,2.12,1.74
18069,512,12.35,36.00,2.16,1.91
18094,512,12.35,41.00,2.21,1.80
18119,512,12.35,37.00,2.25,1.80
18144,512,12.35,40.00,2.30,1.85
18169,512,12.35,34.00,2.34,1.80
18194,512,12.35,41.00,2.39,1.91
18219,512,12.35,39.00,2.44,1.80
18244,512,12.35,40.00,2.48,1.80
18269,512,12.35,35.00,2.53,1.85
18294,512,12.35,37.00,2.57,1.80
18319,512,12.35,34.00,2.62,1.85
18344,512,12.35,37.00,2.66,1.80
18369,512,12.35,32.00,2.71,1.91
18394,512,12.35,35.00,2.76,1.80
18419,512,12.35,31.00,2.80,1.80
18444,512,12.35,34.00,2.85,1.85
18469,512,12.35,36.00,2.89,1.80
18494,512,12.35,32.00,2.94,1.91
18519,512,12.35,34.00,2.98,1.74
18544,512,12.35,32.00,3.03,1.80
18569,512,12.35,33.00,3.08,1.91
18594,512,12.35,35.00,3.12,1.80
18619,512,12.35,37.00,3.17,1.85
18644,512,12.35,32.00,3.21,1.80
18669,512,12.35,32.00,3.26,1.85
18694,512,12.35,33.00,3.30,1.80
18719,512,12.35,34.00,3.35,1.80
18744,512,12.35,35.00,3.40,1.85
18769,512,12.35,34.00,3.44,1.80
18794,512,12.35,37.00,3.49,1.85
18819,512,12.35,37.00,3.53,1.80
18844,512,12.35,35.00,3.58,1.80
18869,512,12.35,38.00,3.62,1.85
18894,512,12.35,39.00,3.67,1.80
18919,512,12.35,40.00,3.71,1.85
18944,512,12.35,38.00,3.76,1.80
18969,512,12.35,40.00,3.80,1.80
18994,512,12.35,41.00,3.85,1.85
19019,512,12.35,47.00,3.89,1.80
19044,512,12.35,44.00,3.94,1.91
19069,512,12.35,43.00,3.99,1.74
19094,512,12.35,42.00,4.03,1.91
19119,512,12.35,43.00,4.08,1.74
19144,512,12.35,41.00,4.12,1.85
19169,512,12.35,42.00,4.17,1.85
19194,512,12.35,45.00,4.21,1.80
19219,512,12.35,42.00,4.26,1.85
19244,512,12.35,42.00,4.31,1.80
19269,512,12.35,37.00,4.35,1.80
19294,512,12.35,40.00,4.40,1.85
19319,512,12.35,37.00,4.44,1.80
19344,512,12.35,37.00,4.49,1.91
19369,512,12.35,34.00,4.53,1.74
19394,512,12.35,35.00,4.58,1.91
19419,512,12.35,33.00,4.62,1.74
19444,512,12.35,36.00,4.67,1.85
19469,512,12.35,37.00,4.72,1.85
19494,512,12.35,37.00,4.76,1.80
19519,512,12.35,32.00,4.81,1.85
19544,512,12.35,34.00,4.85,1.80
19569,512,12.35,34.00,4.90,1.80
19594,512,12.35,31.00,4.94,1.85
19619,512,12.35,37.00,4.99,1.80
19644,512,12.35,37.00,5.03,1.85
19669,512,12.35,33.00,5.08,1.80
19694,512,12.35,33.00,5.13,1.91
19719,512,12.35,32.00,5.17,1.74
19744,512,12.35,33.00,5.22,1.80
19769,512,12.35,33.00,5.26,1.85
19794,512,12.35,35.00,5.31,1.80
19819,512,12.35,35.00,5.35,1.85
19844,512,12.35,39.00,5.40,1.80
19869,512,12.35,40.00,5.44,1.80
19894,512,12.35,43.00,5.49,1.85
19919,512,12.35,38.00,5.53,1.80
19944,512,12.35,38.00,5.58,1.85
19969,512,12.35,41.00,5.63,1.80
19994,512,12.35,40.00,5.67,1.80
20019,512,12.35,44.00,5.72,1.85
20044,512,12.35,43.00,5.76,1.80
20069,512,12.35,45.00,5.81,1.85
20094,512,12.35,41.00,5.85,1.80
20119,512,12.35,44.00,5.90,1.91
20144,512,12.35,39.00,5.94,1.74
20169,512,12.35,44.00,5.99,1.80
20194,512,12.35,38.00,6.03,1.85
20219,512,12.35,42.00,6.08,1.80
20244,512,12.35,36.00,6.13,1.91
20269,512,12.35,40.00,6.17,1.80
20294,512,12.35,40.00,6.22,1.74
20319,512,12.35,37.00,6.26,1.91
20344,512,12.35,38.00,6.31,1.74
20369,512,12.35,35.00,6.35,1.91
20394,512,12.35,37.00,6.40,1.80
20419,512,12.35,33.00,6.45,1.85
20444,512,12.35,38.00,6.49,1.80
20469,512,12.35,36.00,6.54,1.80
20494,512,12.35,35.00,6.58,1.85
20519,512,12.35,33.00,6.63,1.80
20544,512,12.35,33.00,6.67,1.85
20569,512,12.35,32.00,6.72,1.80
20594,512,12.35,33.00,6.76,1.80
20619,512,12.35,33.00,6.81,1.91
20644,512,12.35,32.00,6.85,1.74
20669,512,12.35,33.00,6.90,1.91
20694,512,12.35,32.00,6.95,1.80
20719,512,12.35,33.00,6.99,1.80
20744,512,12.35,35.00,7.04,1.85
20769,512,12.35,35.00,7.08,1.80
20794,512,12.35,37.00,7.13,1.85
20819,512,12.35,36.00,7.17,1.80
20844,512,12.35,39.00,7.22,1.85
20869,512,12.35,40.00,7.26,1.80
20894,512,12.35,37.00,7.31,1.80
20919,512,12.35,36.00,7.36,1.91
20944,512,12.35,39.00,7.40,1.74
20969,512,12.35,39.00,7.45,1.91
20994,512,12.35,41.00,7.49,1.74
21019,512,12.35,40.00,7.54,1.85
21044,512,12.35,40.00,7.58,1.85
21069,512,12.35,42.00,7.63,1.80
21094,512,12.35,41.00,7.68,1.85
21119,512,12.35,42.00,7.72,1.80
21144,512,12.35,40.00,7.77,1.85
21169,512,12.35,43.00,7.81,1.80
21194,512,12.35,39.00,7.86,1.80
21219,512,12.35,42.00,7.90,1.91
21244,512,12.35,41.00,7.95,1.74
21269,512,12.35,44.00,8.00,1.91
21294,512,12.35,39.00,8.04,1.80
21319,512,12.35,42.00,8.09,1.80
21344,512,12.35,38.00,8.13,1.85
21369,512,12.35,41.00,8.18,1.85
21394,512,12.35,45.00,8.22,1.85
21419,512,12.35,41.00,8.27,1.80
21444,512,12.35,42.00,8.31,1.80
21469,512,12.35,38.00,8.36,1.91
21494,512,12.35,43.00,8.41,1.80
21519,512,12.35,38.00,8.45,1.91
21544,512,12.35,44.00,8.50,1.80
21569,512,12.35,38.00,8.55,1.85
21594,512,12.35,43.00,8.59,1.85
21619,512,12.35,39.00,8.64,1.80
21644,512,12.35,46.00,8.68,1.91
21669,512,12.35,38.00,8.73,1.80
21694,512,12.35,43.00,8.78,1.85
21719,512,12.35,38.00,8.82,1.85
21744,512,12.35,43.00,8.87,1.80
21769,512,12.35,44.00,8.91,1.91
21794,512,12.35,43.00,8.96,1.80
21819,512,12.35,44.00,9.01,1.85
21844,512,12.35,40.00,9.05,1.85
21869,512,12.35,42.00,9.10,1.85
21894,512,12.35,41.00,9.14,1.85
21919,512,12.35,42.00,9.19,1.80
21944,512,12.35,41.00,9.24,1.91
21969,512,12.35,43.00,9.28,1.80
21994,512,12.35,42.00,9.33,1.91
22019,512,12.35,46.00,9.37,1.74
22044,512,12.35,44.00,9.42,1.85
22069,512,12.35,43.00,9.47,1.85
22094,512,12.35,40.00,9.51,1.85
22119,512,12.35,40.00,9.56,1.85
22144,512,12.35,42.00,9.60,1.85
22169,512,12.35,42.00,9.65,1.74
22194,512,12.35,45.00,9.70,1.91
22219,512,12.35,38.00,9.74,1.80
22244,512,12.35,41.00,9.79,1.91
22269,512,12.35,38.00,9.83,1.80
22294,512,12.35,41.00,9.88,1.91
22319,512,12.35,38.00,9.93,1.80
22344,512,12.35,41.00,9.97,1.85
22369,512,12.35,38.00,10.02,1.85
22394,512,12.35,41.00,10.06,1.85
22419,512,12.35,41.00,10.11,1.85
22444,512,12.35,43.00,10.16,1.80
22469,512,12.35,38.00,10.20,1.80
22494,512,12.35,37.00,10.25,1.91
22519,512,12.35,40.00,10.29,1.80
22544,512,12.35,37.00,10.34,1.91
22569,512,12.35,41.00,10.39,1.80
22594,512,12.35,40.00,10.43,1.91
22619,512,12.35,38.00,10.48,1.80
22644,512,12.35,34.00,10.52,1.85
22669,512,12.35,37.00,10.57,1.85
22694,512,12.35,34.00,10.62,1.80
22719,512,12.35,37.00,10.66,1.91
22744,512,12.35,34.00,10.71,1.80
22769,512,12.35,37.00,10.75,1.85
22794,512,12.35,35.00,10.80,1.85
22819,0,12.35,38.00,10.85,1.80
22844,0,12.35,9.00,10.88,1.40
22869,0,12.35,9.00,10.90,0.67
22894,0,12.35,9.00,10.90,0.22
22919,0,12.35,8.00,10.90,0.00
22944,0,12.35,9.00,10.90,0.00
22969,0,12.35,9.00,10.90,0.00
22994,0,12.35,9.00,10.90,0.00
23019,0,12.35,9.00,10.90,0.00
23044,0,12.35,10.00,10.90,0.00
23069,0,12.35,9.00,10.90,0.00
23094,0,12.35,9.00,10.90,0.00
23119,0,12.35,9.00,10.90,0.00
23144,0,12.35,10.00,10.90,0.00
23169,0,12.35,10.00,10.90,0.00
23194,0,12.35,9.00,10.90,0.00
23219,0,12.35,9.00,10.90,0.00
23244,0,12.35,9.00,10.90,0.00
23269,0,12.35,10.00,10.90,0.00
23294,0,12.35,9.00,10.90,0.00
23319,0,12.35,9.00,10.90,0.00
23344,0,12.35,9.00,10.90,0.00
23369,0,12.35,10.00,10.90,0.00
23394,0,12.35,9.00,10.90,0.00
23419,0,12.35,9.00,10.90,0.00
23444,0,12.35,10.00,10.90,0.00
23469,0,12.35,9.00,10.90,0.00
23494,0,12.35,10.00,10.90,0.00
23519,0,12.35,9.00,10.90,0.00
23544,0,12.35,9.00,10.90,0.00
23569,0,12.35,9.00,10.90,0.00
23594,0,12.35,9.00,10.90,0.00
23619,0,12.35,9.00,10.90,0.00
23644,0,12.35,10.00,10.90,0.00
23669,0,12.35,10.00,10.90,0.00
23694,0,12.35,10.00,10.90,0.00
23719,0,12.35,10.00,10.90,0.00
23744,0,12.35,9.00,10.90,0.00
23769,0,12.35,9.00,10.90,0.00
23794,0,12.35,10.00,10.90,0.00
23819,0,12.35,9.00,10.90,0.00
23844,0,12.35,9.00,10.90,0.00
23869,0,12.35,9.00,10.90,0.00
23894,0,12.35,10.00,10.90,0.00
23919,0,12.35,9.00,10.90,0.00
23944,0,12.35,10.00,10.90,0.00
23969,0,12.35,9.00,10.90,0.00
23994,0,12.35,10.00,10.90,0.00
24019,0,12.35,10.00,10.90,0.00
24044,0,12.35,10.00,10.90,0.00
24069,0,12.35,9.00,10.90,0.00
24094,0,12.35,9.00,10.90,0.00
24119,0,12.35,8.00,10.90,0.00
24144,0,12.35,10.00,10.90,0.00
24169,0,12.35,10.00,10.90,0.00
24194,0,12.35,9.00,10.90,0.00
24219,0,12.35,9.00,10.90,0.00
24244,0,12.35,10.00,10.90,0.00
24269,0,12.35,10.00,10.90,0.00
24294,0,12.35,9.00,10.90,0.00
24319,0,12.35,10.00,10.90,0.00
24344,0,12.35,8.00,10.90,0.00
24369,0,12.35,10.00,10.90,0.00
24394,0,12.35,8.00,10.90,0.00
24419,0,12.35,9.00,10.90,0.00
24444,0,12.35,9.00,10.90,0.00
24469,0,12.35,10.00,10.90,0.00
24494,0,12.35,10.00,10.90,0.00
24519,0,12.35,10.00,10.90,0.00
24544,0,12.35,11.00,10.90,0.00
24569,0,12.35,9.00,10.90,0.00
24594,0,12.35,10.00,10.90,0.00
24619,0,12.35,9.00,10.90,0.00
24644,0,12.35,10.00,10.90,0.00
24669,0,12.35,10.00,10.90,0.00
24694,0,12.35,10.00,10.90,0.00
24719,0,12.35,10.00,10.90,0.00
24744,0,12.35,9.00,10.90,0.00
24769,0,12.35,9.00,10.90,0.00
24794,0,12.35,10.00,10.90,0.00
24819,0,12.35,9.00,10.90,0.00
24844,0,12.35,9.00,10.90,0.00
24869,0,12.35,10.00,10.90,0.00
24894,0,12.35,9.00,10.90,0.00
24919,0,12.35,9.00,10.90,0.00
24944,0,12.35,9.00,10.90,0.00
24969,0,12.35,10.00,10.90,0.00
24994,0,12.35,9.00,10.90,0.00
25019,0,12.35,9.00,10.90,0.00
25044,0,12.35,9.00,10.90,0.00
25069,0,12.35,10.00,10.90,0.00
25094,0,12.35,9.00,10.90,0.00
25119,0,12.35,9.00,10.90,0.00
25144,0,12.35,9.00,10.90,0.00
25169,0,12.35,8.00,10.90,0.00
25194,0,12.35,10.00,10.90,0.00
25219,0,12.35,9.00,10.90,0.00
25244,0,12.35,9.00,10.90,0.00
25269,0,12.35,9.00,10.90,0.00
25294,0,12.35,9.00,10.90,0.00
25319,0,12.35,10.00,10.90,0.00
25344,0,12.35,10.00,10.90,0.00
25369,0,12.35,9.00,10.90,0.00
25394,0,12.35,9.00,10.90,0.00
25419,0,12.35,9.00,10.90,0.00
25444,0,12.35,10.00,10.90,0.00
25469,0,12.35,10.00,10.90,0.00
25494,0,12.35,9.00,10.90,0.00
25519,0,12.35,8.00,10.90,0.00
25544,0,12.35,9.00,10.90,0.00
25569,0,12.35,8.00,10.90,0.00
25594,0,12.35,9.00,10.90,0.00
25619,0,12.35,9.00,10.90,0.00
25644,0,12.35,9.00,10.90,0.00
25669,0,12.35,9.00,10.90,0.00
25694,0,12.35,9.00,10.90,0.00
25719,0,12.35,8.00,10.90,0.00
25744,0,12.35,9.00,10.90,0.00
25769,0,12.35,9.00,10.90,0.00
25794,0,12.35,10.00,10.90,0.00
25819,0,12.35,9.00,10.90,0.00
25844,0,12.35,9.00,10.90,0.00
25869,0,12.35,9.00,10.90,0.00
25894,0,12.35,9.00,10.90,0.00
25919,0,12.35,10.00,10.90,0.00
25944,0,12.35,9.00,10.90,0.00
25969,0,12.35,9.00,10.90,0.00
25994,0,12.35,10.00,10.90,0.00
26019,0,12.35,9.00,10.90,0.00
26044,0,12.35,10.00,10.90,0.00
26069,0,12.35,9.00,10.90,0.00
26094,0,12.35,10.00,10.90,0.00
26119,0,12.35,10.00,10.90,0.00
26144,0,12.35,9.00,10.90,0.00
26169,0,12.35,10.00,10.90,0.00
26194,0,12.35,9.00,10.90,0.00
26219,0,12.35,10.00,10.90,0.00
26244,0,12.35,10.00,10.90,0.00
26269,0,12.35,9.00,10.90,0.00
26294,0,12.35,9.00,10.90,0.00
26319,0,12.35,10.00,10.90,0.00
26344,0,12.35,10.00,10.90,0.00
26369,0,12.35,9.00,10.90,0.00
26394,0,12.35,10.00,10.90,0.00
26419,0,12.35,9.00,10.90,0.00
26444,0,12.35,10.00,10.90,0.00
26469,0,12.35,9.00,10.90,0.00
26494,0,12.35,10.00,10.90,0.00
26519,0,12.35,9.00,10.90,0.00
26544,0,12.35,9.00,10.90,0.00
26569,0,12.35,9.00,10.90,0.00
26594,0,12.35,9.00,10.90,0.00
26619,0,12.35,9.00,10.90,0.00
26644,0,12.35,9.00,10.90,0.00
26669,0,12.35,10.00,10.90,0.00
26694,0,12.35,10.00,10.90,0.00
26719,0,12.35,9.00,10.90,0.00
26744,0,12.35,9.00,10.90,0.00
26769,0,12.35,9.00,10.90,0.00
26794,0,12.35,8.00,10.90,0.00
26819,0,12.35,10.00,10.90,0.00
26844,0,12.35,9.00,10.90,0.00
26869,0,12.35,9.00,10.90,0.00
26894,0,12.35,9.00,10.90,0.00
26919,0,12.35,9.00,10.90,0.00
26944,0,12.35,10.00,10.90,0.00
26969,0,12.35,10.00,10.90,0.00
26994,0,12.35,10.00,10.90,0.00
27019,0,12.35,10.00,10.90,0.00
27044,0,12.35,9.00,10.90,0.00
27069,0,12.35,9.00,10.90,0.00
27094,0,12.35,9.00,10.90,0.00
27119,0,12.35,9.00,10.90,0.00
27144,0,12.35,9.00,10.90,0.00
27169,0,12.35,9.00,10.90,0.00
27194,0,12.35,9.00,10.90,0.00
27219,0,12.35,9.00,10.90,0.00
27244,0,12.35,9.00,10.90,0.00
27269,0,12.35,10.00,10.90,0.00
27294,0,12.35,10.00,10.90,0.00
27319,0,12.35,9.00,10.90,0.00
27344,0,12.35,10.00,10.90,0.00
27369,0,12.35,9.00,10.90,0.00
